n = 30;
L = 23;
E = {
	<17	,	8>,
	<18	,	14>,
	<22	,	16>,
	<14	,	11>,
	<15	,	3>,
	<23	,	8>,
	<10	,	2>,
	<10	,	5>,
	<7	,	9>,
	<4	,	5>,
	<17	,	20>,
	<7	,	14>,
	<23	,	11>,
	<13	,	24>,
	<3	,	14>,
	<29	,	19>,
	<18	,	3>,
	<14	,	22>,
	<16	,	19>,
	<7	,	3>,
	<24	,	17>,
	<1	,	24>,
	<19	,	17>,
	<10	,	21>,
	<11	,	13>,
	<20	,	8>,
	<13	,	5>,
	<27	,	6>,
	<11	,	16>,
	<9	,	7>,
	<22	,	5>,
	<6	,	30>,
	<2	,	15>,
	<22	,	11>,
	<12	,	30>,
	<16	,	13>,
	<19	,	9>,
	<30	,	12>,
	<11	,	3>,
	<24	,	30>,
	<10	,	13>,
	<30	,	16>,
	<15	,	8>,
	<17	,	14>,
	<26	,	9>,
	<22	,	25>,
	<18	,	25>,
	<24	,	14>,
	<23	,	7>,
	<15	,	6>,
	<14	,	6>,
	<13	,	2>,
	<5	,	26>,
	<15	,	13>,
	<6	,	13>,
	<20	,	28>,
	<23	,	12>
};
cx = #[
	<1	,	2>:	137,
	<2	,	3>:	116,
	<3	,	4>:	136,
	<3	,	5>:	143,
	<5	,	6>:	122,
	<3	,	7>:	128,
	<7	,	8>:	110,
	<4	,	9>:	127,
	<7	,	10>:	127,
	<3	,	11>:	137,
	<11	,	12>:	119,
	<4	,	13>:	130,
	<4	,	14>:	131,
	<13	,	15>:	124,
	<8	,	16>:	136,
	<10	,	17>:	103,
	<11	,	18>:	109,
	<6	,	19>:	118,
	<15	,	20>:	107,
	<12	,	21>:	143,
	<16	,	22>:	124,
	<16	,	23>:	120,
	<6	,	24>:	138,
	<15	,	25>:	125,
	<16	,	26>:	121,
	<2	,	27>:	127,
	<11	,	28>:	131,
	<9	,	29>:	124,
	<23	,	30>:	121,
	<17	,	29>:	106,
	<16	,	6>:	128,
	<27	,	3>:	147,
	<10	,	11>:	108,
	<25	,	30>:	133,
	<16	,	1>:	118,
	<15	,	18>:	144,
	<21	,	29>:	109,
	<7	,	13>:	139,
	<25	,	9>:	102,
	<15	,	4>:	133,
	<1	,	6>:	119,
	<20	,	19>:	127,
	<7	,	24>:	140,
	<16	,	5>:	135,
	<29	,	5>:	102,
	<18	,	16>:	118,
	<13	,	14>:	107,
	<2	,	28>:	137,
	<2	,	29>:	140,
	<5	,	1>:	141,
	<10	,	30>:	118,
	<28	,	29>:	132,
	<6	,	8>:	128,
	<28	,	19>:	148,
	<4	,	19>:	116,
	<17	,	2>:	120,
	<15	,	27>:	122,
	<3	,	26>:	104,
	<30	,	6>:	119,
	<29	,	26>:	141,
	<10	,	27>:	124,
	<9	,	24>:	147,
	<22	,	6>:	106,
	<30	,	9>:	115,
	<9	,	28>:	101,
	<14	,	24>:	135,
	<5	,	24>:	115,
	<18	,	10>:	144,
	<22	,	27>:	116,
	<10	,	4>:	133,
	<12	,	15>:	129,
	<6	,	7>:	125,
	<2	,	7>:	146,
	<30	,	28>:	136,
	<14	,	7>:	129,
	<4	,	6>:	129,
	<10	,	7>:	105,
	<14	,	21>:	114,
	<9	,	6>:	141,
	<5	,	28>:	129,
	<19	,	7>:	118,
	<18	,	8>:	125,
	<4	,	24>:	134,
	<21	,	22>:	123,
	<6	,	16>:	141,
	<6	,	3>:	105,
	<17	,	5>:	133,
	<13	,	22>:	148,
	<28	,	13>:	105,
	<9	,	2>:	123,
	<19	,	22>:	144,
	<17	,	27>:	141,
	<23	,	1>:	111,
	<16	,	3>:	112,
	<1	,	12>:	106,
	<1	,	28>:	145,
	<7	,	20>:	116,
	<9	,	15>:	133,
	<9	,	27>:	138,
	<13	,	30>:	101,
	<7	,	18>:	150,
	<10	,	29>:	119,
	<12	,	3>:	132,
	<22	,	29>:	134,
	<15	,	24>:	114,
	<20	,	25>:	150,
	<17	,	7>:	124,
	<14	,	13>:	141,
	<26	,	22>:	117,
	<15	,	9>:	141,
	<15	,	14>:	143,
	<7	,	11>:	146,
	<7	,	1>:	119,
	<18	,	2>:	149,
	<23	,	4>:	110,
	<27	,	28>:	143,
	<18	,	24>:	102,
	<14	,	19>:	122,
	<26	,	21>:	150,
	<22	,	20>:	140,
	<2	,	19>:	118,
	<6	,	22>:	128,
	<21	,	15>:	109,
	<1	,	22>:	123,
	<30	,	24>:	132,
	<1	,	18>:	143,
	<13	,	19>:	101,
	<26	,	8>:	123,
	<20	,	10>:	143,
	<9	,	8>:	149,
	<21	,	19>:	141,
	<30	,	8>:	120,
	<17	,	1>:	106,
	<15	,	29>:	130,
	<30	,	3>:	127,
	<1	,	8>:	111,
	<23	,	24>:	135,
	<14	,	3>:	122,
	<8	,	14>:	114,
	<2	,	11>:	127,
	<10	,	19>:	103,
	<23	,	9>:	135,
	<2	,	16>:	119,
	<19	,	1>:	123,
	<19	,	10>:	149,
	<7	,	30>:	104,
	<9	,	20>:	134,
	<14	,	1>:	141,
	<25	,	15>:	147,
	<9	,	1>:	101,
	<7	,	5>:	148,
	<30	,	23>:	104,
	<14	,	18>:	148,
	<24	,	7>:	137,
	<16	,	8>:	147,
	<26	,	15>:	108,
	<10	,	16>:	111,
	<15	,	28>:	111,
	<15	,	1>:	128,
	<21	,	18>:	107,
	<3	,	28>:	148,
	<20	,	1>:	140,
	<3	,	29>:	104,
	<21	,	11>:	148,
	<19	,	8>:	102,
	<6	,	12>:	140,
	<3	,	27>:	128,
	<25	,	2>:	150,
	<25	,	5>:	130,
	<24	,	22>:	128,
	<11	,	21>:	122,
	<30	,	20>:	118,
	<29	,	3>:	146,
	<24	,	4>:	130,
	<11	,	10>:	141,
	<22	,	15>:	127,
	<3	,	16>:	143,
	<1	,	19>:	124,
	<12	,	19>:	110,
	<1	,	30>:	147,
	<28	,	7>:	135,
	<1	,	10>:	125,
	<18	,	11>:	119,
	<16	,	24>:	113,
	<17	,	23>:	147,
	<7	,	4>:	117,
	<3	,	21>:	130,
	<7	,	12>:	148,
	<11	,	26>:	131,
	<12	,	13>:	108,
	<8	,	6>:	137,
	<25	,	18>:	113,
	<21	,	28>:	130,
	<21	,	9>:	140,
	<15	,	12>:	142,
	<21	,	6>:	138,
	<29	,	10>:	117,
	<11	,	9>:	107,
	<28	,	10>:	111,
	<20	,	4>:	106,
	<20	,	14>:	119,
	<6	,	1>:	124,
	<9	,	3>:	138,
	<10	,	24>:	108,
	<19	,	18>:	115,
	<22	,	7>:	101,
	<20	,	2>:	139,
	<6	,	9>:	125,
	<24	,	29>:	132,
	<4	,	8>:	121,
	<20	,	29>:	140,
	<30	,	11>:	123,
	<5	,	21>:	148,
	<22	,	10>:	133,
	<21	,	2>:	142,
	<18	,	26>:	122,
	<18	,	15>:	142,
	<8	,	27>:	132,
	<2	,	25>:	141,
	<25	,	10>:	149,
	<6	,	10>:	117,
	<17	,	19>:	132,
	<10	,	26>:	105,
	<9	,	10>:	119,
	<22	,	1>:	113,
	<23	,	26>:	128,
	<26	,	5>:	105,
	<7	,	21>:	108,
	<20	,	30>:	145,
	<10	,	9>:	128,
	<11	,	24>:	111,
	<19	,	5>:	114,
	<10	,	3>:	112,
	<6	,	28>:	142,
	<16	,	17>:	115,
	<20	,	6>:	144,
	<9	,	25>:	133,
	<3	,	24>:	118,
	<21	,	7>:	125,
	<17	,	28>:	137,
	<4	,	10>:	125,
	<15	,	26>:	130,
	<18	,	27>:	126,
	<9	,	12>:	111,
	<3	,	30>:	118,
	<27	,	26>:	138,
	<22	,	28>:	144,
	<14	,	16>:	126,
	<2	,	1>:	119,
	<8	,	4>:	114,
	<6	,	4>:	109,
	<1	,	4>:	122,
	<22	,	13>:	136,
	<20	,	7>:	105,
	<2	,	21>:	101,
	<19	,	11>:	136,
	<27	,	1>:	140,
	<20	,	17>:	118,
	<27	,	11>:	128,
	<7	,	17>:	116,
	<1	,	26>:	106,
	<1	,	23>:	112,
	<13	,	17>:	147,
	<20	,	15>:	121,
	<15	,	17>:	128,
	<25	,	19>:	134,
	<3	,	25>:	131,
	<24	,	19>:	101,
	<1	,	17>:	115,
	<20	,	26>:	148,
	<15	,	19>:	136,
	<13	,	10>:	105,
	<4	,	15>:	137,
	<21	,	24>:	110,
	<3	,	20>:	134,
	<12	,	1>:	124,
	<15	,	21>:	123,
	<25	,	26>:	122,
	<18	,	9>:	148,
	<2	,	5>:	120,
	<29	,	28>:	104,
	<14	,	2>:	108,
	<10	,	12>:	107,
	<8	,	30>:	135,
	<19	,	30>:	149,
	<22	,	24>:	149,
	<6	,	17>:	122,
	<10	,	22>:	107,
	<1	,	27>:	125,
	<20	,	12>:	101,
	<29	,	9>:	104,
	<12	,	11>:	139,
	<30	,	5>:	118,
	<18	,	13>:	138,
	<12	,	10>:	123,
	<2	,	22>:	101,
	<20	,	9>:	105,
	<1	,	25>:	114,
	<28	,	11>:	132,
	<2	,	14>:	121,
	<24	,	11>:	132,
	<28	,	9>:	147,
	<16	,	29>:	123,
	<23	,	15>:	148,
	<23	,	19>:	132,
	<17	,	16>:	108,
	<9	,	30>:	150,
	<13	,	21>:	134,
	<17	,	9>:	128,
	<20	,	24>:	133,
	<3	,	1>:	117,
	<14	,	20>:	133,
	<22	,	4>:	137,
	<6	,	14>:	141,
	<4	,	16>:	127,
	<17	,	10>:	143,
	<16	,	14>:	140,
	<6	,	11>:	137,
	<1	,	14>:	144,
	<18	,	21>:	133,
	<22	,	3>:	106,
	<29	,	2>:	116,
	<11	,	25>:	104,
	<19	,	27>:	134,
	<11	,	19>:	148,
	<28	,	24>:	120,
	<2	,	8>:	150,
	<21	,	12>:	140,
	<9	,	21>:	111,
	<24	,	6>:	141,
	<7	,	25>:	103,
	<2	,	9>:	128,
	<30	,	18>:	117,
	<23	,	28>:	142,
	<26	,	30>:	149,
	<15	,	11>:	127,
	<6	,	21>:	129,
	<15	,	7>:	109,
	<24	,	3>:	148,
	<26	,	2>:	125,
	<26	,	24>:	126,
	<18	,	5>:	113,
	<8	,	22>:	122,
	<24	,	25>:	140,
	<5	,	19>:	110,
	<6	,	15>:	105,
	<12	,	25>:	123,
	<2	,	20>:	103,
	<11	,	2>:	133,
	<30	,	19>:	105,
	<24	,	16>:	107,
	<22	,	17>:	141,
	<14	,	29>:	123,
	<18	,	29>:	110,
	<29	,	6>:	131,
	<28	,	4>:	141,
	<12	,	6>:	103,
	<26	,	3>:	120,
	<8	,	23>:	134,
	<2	,	13>:	101,
	<27	,	9>:	118,
	<25	,	3>:	133,
	<15	,	5>:	126,
	<10	,	14>:	113,
	<9	,	23>:	137,
	<21	,	23>:	145,
	<1	,	3>:	115,
	<6	,	18>:	127,
	<27	,	24>:	140,
	<20	,	13>:	103,
	<2	,	18>:	141,
	<30	,	10>:	132,
	<14	,	5>:	136,
	<29	,	7>:	128,
	<24	,	10>:	149,
	<10	,	8>:	106,
	<14	,	25>:	107,
	<11	,	23>:	124,
	<17	,	8>:	109,
	<18	,	14>:	146,
	<22	,	16>:	141,
	<14	,	11>:	101,
	<15	,	3>:	115,
	<23	,	8>:	110,
	<10	,	2>:	145,
	<10	,	5>:	102,
	<7	,	9>:	120,
	<4	,	5>:	105,
	<17	,	20>:	126,
	<7	,	14>:	118,
	<23	,	11>:	130,
	<13	,	24>:	132,
	<3	,	14>:	108,
	<29	,	19>:	134,
	<18	,	3>:	123,
	<14	,	22>:	113,
	<16	,	19>:	148,
	<7	,	3>:	142,
	<24	,	17>:	125,
	<1	,	24>:	136,
	<19	,	17>:	131,
	<10	,	21>:	149,
	<11	,	13>:	125,
	<20	,	8>:	142,
	<13	,	5>:	131,
	<27	,	6>:	140,
	<11	,	16>:	124,
	<9	,	7>:	144,
	<22	,	5>:	121,
	<6	,	30>:	114,
	<2	,	15>:	121,
	<22	,	11>:	130,
	<12	,	30>:	144,
	<16	,	13>:	125,
	<19	,	9>:	137,
	<30	,	12>:	120,
	<11	,	3>:	131,
	<24	,	30>:	138,
	<10	,	13>:	150,
	<30	,	16>:	140,
	<15	,	8>:	131,
	<17	,	14>:	150,
	<26	,	9>:	132,
	<22	,	25>:	134,
	<18	,	25>:	138,
	<24	,	14>:	120,
	<23	,	7>:	145,
	<15	,	6>:	110,
	<14	,	6>:	104,
	<13	,	2>:	106,
	<5	,	26>:	150,
	<15	,	13>:	116,
	<6	,	13>:	104,
	<20	,	28>:	138,
	<23	,	12>:	113
]#;
cy = #[
	<1	,	2>:	195,
	<2	,	3>:	116,
	<3	,	4>:	173,
	<3	,	5>:	146,
	<5	,	6>:	214,
	<3	,	7>:	128,
	<7	,	8>:	34,
	<4	,	9>:	127,
	<7	,	10>:	34,
	<3	,	11>:	137,
	<11	,	12>:	65,
	<4	,	13>:	65,
	<4	,	14>:	131,
	<13	,	15>:	124,
	<8	,	16>:	136,
	<10	,	17>:	103,
	<11	,	18>:	109,
	<6	,	19>:	168,
	<15	,	20>:	107,
	<12	,	21>:	143,
	<16	,	22>:	124,
	<16	,	23>:	194,
	<6	,	24>:	50,
	<15	,	25>:	125,
	<16	,	26>:	121,
	<2	,	27>:	127,
	<11	,	28>:	163,
	<9	,	29>:	124,
	<23	,	30>:	87,
	<17	,	29>:	106,
	<16	,	6>:	186,
	<27	,	3>:	94,
	<10	,	11>:	108,
	<25	,	30>:	133,
	<16	,	1>:	89,
	<15	,	18>:	144,
	<21	,	29>:	109,
	<7	,	13>:	73,
	<25	,	9>:	102,
	<15	,	4>:	133,
	<1	,	6>:	195,
	<20	,	19>:	217,
	<7	,	24>:	129,
	<16	,	5>:	116,
	<29	,	5>:	102,
	<18	,	16>:	182,
	<13	,	14>:	107,
	<2	,	28>:	137,
	<2	,	29>:	140,
	<5	,	1>:	141,
	<10	,	30>:	118,
	<28	,	29>:	132,
	<6	,	8>:	128,
	<28	,	19>:	186,
	<4	,	19>:	20,
	<17	,	2>:	215,
	<15	,	27>:	122,
	<3	,	26>:	104,
	<30	,	6>:	98,
	<29	,	26>:	84,
	<10	,	27>:	42,
	<9	,	24>:	147,
	<22	,	6>:	106,
	<30	,	9>:	115,
	<9	,	28>:	186,
	<14	,	24>:	160,
	<5	,	24>:	47,
	<18	,	10>:	144,
	<22	,	27>:	45,
	<10	,	4>:	49,
	<12	,	15>:	129,
	<6	,	7>:	71,
	<2	,	7>:	146,
	<30	,	28>:	213,
	<14	,	7>:	206,
	<4	,	6>:	179,
	<10	,	7>:	89,
	<14	,	21>:	114,
	<9	,	6>:	141,
	<5	,	28>:	129,
	<19	,	7>:	122,
	<18	,	8>:	125,
	<4	,	24>:	36,
	<21	,	22>:	159,
	<6	,	16>:	141,
	<6	,	3>:	176,
	<17	,	5>:	133,
	<13	,	22>:	238,
	<28	,	13>:	94,
	<9	,	2>:	123,
	<19	,	22>:	234,
	<17	,	27>:	141,
	<23	,	1>:	111,
	<16	,	3>:	109,
	<1	,	12>:	204,
	<1	,	28>:	145,
	<7	,	20>:	116,
	<9	,	15>:	197,
	<9	,	27>:	138,
	<13	,	30>:	101,
	<7	,	18>:	150,
	<10	,	29>:	176,
	<12	,	3>:	132,
	<22	,	29>:	123,
	<15	,	24>:	114,
	<20	,	25>:	150,
	<17	,	7>:	176,
	<14	,	13>:	115,
	<26	,	22>:	117,
	<15	,	9>:	141,
	<15	,	14>:	230,
	<7	,	11>:	93,
	<7	,	1>:	141,
	<18	,	2>:	223,
	<23	,	4>:	161,
	<27	,	28>:	143,
	<18	,	24>:	102,
	<14	,	19>:	208,
	<26	,	21>:	150,
	<22	,	20>:	140,
	<2	,	19>:	118,
	<6	,	22>:	78,
	<21	,	15>:	180,
	<1	,	22>:	123,
	<30	,	24>:	132,
	<1	,	18>:	82,
	<13	,	19>:	101,
	<26	,	8>:	123,
	<20	,	10>:	143,
	<9	,	8>:	94,
	<21	,	19>:	144,
	<30	,	8>:	30,
	<17	,	1>:	116,
	<15	,	29>:	219,
	<30	,	3>:	127,
	<1	,	8>:	177,
	<23	,	24>:	165,
	<14	,	3>:	122,
	<8	,	14>:	142,
	<2	,	11>:	127,
	<10	,	19>:	103,
	<23	,	9>:	164,
	<2	,	16>:	119,
	<19	,	1>:	119,
	<19	,	10>:	149,
	<7	,	30>:	104,
	<9	,	20>:	100,
	<14	,	1>:	99,
	<25	,	15>:	147,
	<9	,	1>:	41,
	<7	,	5>:	148,
	<30	,	23>:	60,
	<14	,	18>:	148,
	<24	,	7>:	137,
	<16	,	8>:	147,
	<26	,	15>:	34,
	<10	,	16>:	70,
	<15	,	28>:	128,
	<15	,	1>:	224,
	<21	,	18>:	182,
	<3	,	28>:	91,
	<20	,	1>:	202,
	<3	,	29>:	104,
	<21	,	11>:	227,
	<19	,	8>:	93,
	<6	,	12>:	102,
	<3	,	27>:	128,
	<25	,	2>:	150,
	<25	,	5>:	130,
	<24	,	22>:	143,
	<11	,	21>:	65,
	<30	,	20>:	217,
	<29	,	3>:	146,
	<24	,	4>:	130,
	<11	,	10>:	141,
	<22	,	15>:	86,
	<3	,	16>:	143,
	<1	,	19>:	177,
	<12	,	19>:	110,
	<1	,	30>:	203,
	<28	,	7>:	135,
	<1	,	10>:	95,
	<18	,	11>:	119,
	<16	,	24>:	147,
	<17	,	23>:	107,
	<7	,	4>:	117,
	<3	,	21>:	130,
	<7	,	12>:	222,
	<11	,	26>:	131,
	<12	,	13>:	108,
	<8	,	6>:	137,
	<25	,	18>:	47,
	<21	,	28>:	130,
	<21	,	9>:	73,
	<15	,	12>:	142,
	<21	,	6>:	138,
	<29	,	10>:	117,
	<11	,	9>:	107,
	<28	,	10>:	111,
	<20	,	4>:	63,
	<20	,	14>:	156,
	<6	,	1>:	124,
	<9	,	3>:	202,
	<10	,	24>:	108,
	<19	,	18>:	115,
	<22	,	7>:	75,
	<20	,	2>:	139,
	<6	,	9>:	131,
	<24	,	29>:	132,
	<4	,	8>:	27,
	<20	,	29>:	140,
	<30	,	11>:	157,
	<5	,	21>:	148,
	<22	,	10>:	113,
	<21	,	2>:	133,
	<18	,	26>:	97,
	<18	,	15>:	142,
	<8	,	27>:	145,
	<2	,	25>:	157,
	<25	,	10>:	149,
	<6	,	10>:	117,
	<17	,	19>:	132,
	<10	,	26>:	105,
	<9	,	10>:	119,
	<22	,	1>:	166,
	<23	,	26>:	128,
	<26	,	5>:	105,
	<7	,	21>:	169,
	<20	,	30>:	108,
	<10	,	9>:	107,
	<11	,	24>:	25,
	<19	,	5>:	100,
	<10	,	3>:	112,
	<6	,	28>:	142,
	<16	,	17>:	115,
	<20	,	6>:	144,
	<9	,	25>:	133,
	<3	,	24>:	186,
	<21	,	7>:	125,
	<17	,	28>:	137,
	<4	,	10>:	194,
	<15	,	26>:	211,
	<18	,	27>:	126,
	<9	,	12>:	44,
	<3	,	30>:	109,
	<27	,	26>:	45,
	<22	,	28>:	156,
	<14	,	16>:	223,
	<2	,	1>:	119,
	<8	,	4>:	20,
	<6	,	4>:	109,
	<1	,	4>:	48,
	<22	,	13>:	136,
	<20	,	7>:	96,
	<2	,	21>:	63,
	<19	,	11>:	136,
	<27	,	1>:	150,
	<20	,	17>:	118,
	<27	,	11>:	128,
	<7	,	17>:	103,
	<1	,	26>:	106,
	<1	,	23>:	44,
	<13	,	17>:	243,
	<20	,	15>:	73,
	<15	,	17>:	94,
	<25	,	19>:	134,
	<3	,	25>:	131,
	<24	,	19>:	30,
	<1	,	17>:	115,
	<20	,	26>:	105,
	<15	,	19>:	136,
	<13	,	10>:	13,
	<4	,	15>:	137,
	<21	,	24>:	110,
	<3	,	20>:	134,
	<12	,	1>:	124,
	<15	,	21>:	113,
	<25	,	26>:	86,
	<18	,	9>:	173,
	<2	,	5>:	195,
	<29	,	28>:	86,
	<14	,	2>:	108,
	<10	,	12>:	154,
	<8	,	30>:	127,
	<19	,	30>:	203,
	<22	,	24>:	149,
	<6	,	17>:	116,
	<10	,	22>:	115,
	<1	,	27>:	125,
	<20	,	12>:	101,
	<29	,	9>:	139,
	<12	,	11>:	139,
	<30	,	5>:	118,
	<18	,	13>:	171,
	<12	,	10>:	123,
	<2	,	22>:	101,
	<20	,	9>:	105,
	<1	,	25>:	114,
	<28	,	11>:	100,
	<2	,	14>:	121,
	<24	,	11>:	67,
	<28	,	9>:	147,
	<16	,	29>:	123,
